gi,gj,lat,lon,n_all,n_recent,staleness_norm
251,-523,62.875,-130.625,18,14,0.00000
251,-522,62.875,-130.375,9,9,0.00000
251,-519,62.875,-129.625,1,0,0.00000
251,-517,62.875,-129.125,6,0,0.00000
251,-516,62.875,-128.875,10,0,0.00000
251,-515,62.875,-128.625,1,0,0.00000
251,-513,62.875,-128.125,40,35,0.06327
251,-503,62.875,-125.625,2,0,0.00000
251,-493,62.875,-123.125,8,6,0.00000
251,-468,62.875,-116.875,2,2,0.00000
251,-465,62.875,-116.125,96,82,0.09094
251,-464,62.875,-115.875,51,34,0.17953
251,-463,62.875,-115.625,6,4,0.00000
251,-462,62.875,-115.375,9,3,0.00000
251,-461,62.875,-115.125,1,1,0.00000
251,-460,62.875,-114.875,1,0,0.00000
251,-458,62.875,-114.375,3,0,0.00000
251,-457,62.875,-114.125,1,1,0.00000
251,-454,62.875,-113.375,12,10,0.00000
251,-453,62.875,-113.125,3,3,0.00000
251,-443,62.875,-110.625,3,3,0.00000
251,-442,62.875,-110.375,1,1,0.00000
251,-438,62.875,-109.375,2,2,0.00000
251,-437,62.875,-109.125,1,1,0.00000
251,-436,62.875,-108.875,1,1,0.00000
251,-420,62.875,-104.875,6,0,0.00000
251,-385,62.875,-96.125,1,0,0.00000
251,-370,62.875,-92.375,5,0,0.00000
251,-369,62.875,-92.125,259,116,0.41849
251,-368,62.875,-91.875,6,0,0.00000
251,-367,62.875,-91.625,1,1,0.00000
251,-364,62.875,-90.875,1,1,0.00000
251,-331,62.875,-82.625,12,0,0.00000
251,-330,62.875,-82.375,2,0,0.00000
251,-329,62.875,-82.125,157,83,0.32526
251,-328,62.875,-81.875,37,17,0.26802
251,-280,62.875,-69.875,124,93,0.16453
251,-267,62.875,-66.625,1,0,0.00000
251,-263,62.875,-65.625,3,0,0.00000
251,-259,62.875,-64.625,3,3,0.00000
251,-256,62.875,-63.875,1,1,0.00000
251,-255,62.875,-63.625,2,2,0.00000
251,-251,62.875,-62.625,27,27,0.00000
251,-246,62.875,-61.375,1,1,0.00000
251,-245,62.875,-61.125,2,0,0.00000
251,-243,62.875,-60.625,7,6,0.00000
251,-242,62.875,-60.375,3,2,0.00000
251,-241,62.875,-60.125,1,0,0.00000
251,-227,62.875,-56.625,2,2,0.00000
252,-562,63.125,-140.375,12,11,0.00000
252,-561,63.125,-140.125,4,4,0.00000
252,-560,63.125,-139.875,11,11,0.00000
252,-559,63.125,-139.625,38,30,0.10513
252,-558,63.125,-139.375,20,19,0.02075
252,-557,63.125,-139.125,5,4,0.00000
252,-556,63.125,-138.875,3,1,0.00000
252,-553,63.125,-138.125,3,3,0.00000
252,-552,63.125,-137.875,1,0,0.00000
252,-551,63.125,-137.625,1,0,0.00000
252,-547,63.125,-136.625,27,20,0.11776
252,-546,63.125,-136.375,43,42,0.01200
252,-545,63.125,-136.125,2,1,0.00000
252,-542,63.125,-135.375,1,0,0.00000
252,-541,63.125,-135.125,1,1,0.00000
252,-538,63.125,-134.375,1,1,0.00000
252,-534,63.125,-133.375,2,0,0.00000
252,-523,63.125,-130.625,3,3,0.00000
252,-522,63.125,-130.375,7,7,0.00000
252,-521,63.125,-130.125,65,38,0.23722
252,-520,63.125,-129.875,1,1,0.00000
252,-513,63.125,-128.125,57,57,0.00000
252,-510,63.125,-127.375,1,0,0.00000
252,-494,63.125,-123.375,41,36,0.06213
252,-478,63.125,-119.375,1,1,0.00000
252,-470,63.125,-117.375,17,2,0.00000
252,-469,63.125,-117.125,6,3,0.00000
252,-468,63.125,-116.875,1,1,0.00000
252,-466,63.125,-116.375,1,1,0.00000
252,-465,63.125,-116.125,2,2,0.00000
252,-464,63.125,-115.875,3,3,0.00000
252,-457,63.125,-114.125,21,0,0.42133
252,-453,63.125,-113.125,1,1,0.00000
252,-451,63.125,-112.625,1,1,0.00000
252,-420,63.125,-104.875,3,1,0.00000
252,-419,63.125,-104.625,5,0,0.00000
252,-415,63.125,-103.625,1,0,0.00000
252,-372,63.125,-92.875,1,0,0.00000
252,-370,63.125,-92.375,5,5,0.00000
252,-369,63.125,-92.125,99,94,0.03170
252,-336,63.125,-83.875,1,0,0.00000
252,-332,63.125,-82.875,1,0,0.00000
252,-328,63.125,-81.875,1,0,0.00000
252,-287,63.125,-71.625,2,2,0.00000
252,-257,63.125,-64.125,1,1,0.00000
252,-249,63.125,-62.125,1,1,0.00000
252,-235,63.125,-58.625,1,1,0.00000
252,-234,63.125,-58.375,1,1,0.00000
252,-233,63.125,-58.125,1,1,0.00000
252,-228,63.125,-56.875,1,1,0.00000
252,-225,63.125,-56.125,22,22,0.00000
252,-223,63.125,-55.625,1,1,0.00000
252,-219,63.125,-54.625,19,19,0.00000
252,-217,63.125,-54.125,53,53,0.00000
252,-209,63.125,-52.125,1,1,0.00000
253,-563,63.375,-140.625,2,2,0.00000
253,-562,63.375,-140.375,1,1,0.00000
253,-561,63.375,-140.125,1,0,0.00000
253,-559,63.375,-139.625,39,36,0.03868
253,-558,63.375,-139.375,10,9,0.00000
253,-557,63.375,-139.125,51,49,0.02112
253,-556,63.375,-138.875,1,1,0.00000
253,-554,63.375,-138.375,82,82,0.00000
253,-552,63.375,-137.875,2,2,0.00000
253,-549,63.375,-137.125,3,3,0.00000
253,-548,63.375,-136.875,81,50,0.22989
253,-547,63.375,-136.625,104,60,0.26839
253,-546,63.375,-136.375,66,56,0.08684
253,-545,63.375,-136.125,25,21,0.07106
253,-544,63.375,-135.875,6,3,0.00000
253,-542,63.375,-135.375,9,9,0.00000
253,-540,63.375,-134.875,15,15,0.00000
253,-539,63.375,-134.625,2,2,0.00000
253,-538,63.375,-134.375,2,2,0.00000
253,-535,63.375,-133.625,10,10,0.00000
253,-534,63.375,-133.375,6,6,0.00000
253,-522,63.375,-130.375,29,29,0.00000
253,-521,63.375,-130.125,27,21,0.10093
253,-520,63.375,-129.875,3,1,0.00000
253,-519,63.375,-129.625,9,3,0.00000
253,-472,63.375,-117.875,1,1,0.00000
253,-467,63.375,-116.625,12,12,0.00000
253,-466,63.375,-116.375,16,16,0.00000
253,-465,63.375,-116.125,8,8,0.00000
253,-463,63.375,-115.625,4,4,0.00000
253,-462,63.375,-115.375,5,5,0.00000
253,-453,63.375,-113.125,1,0,0.00000
253,-447,63.375,-111.625,1,0,0.00000
253,-438,63.375,-109.375,1,1,0.00000
253,-437,63.375,-109.125,4,4,0.00000
253,-436,63.375,-108.875,1,1,0.00000
253,-419,63.375,-104.625,8,0,0.00000
253,-416,63.375,-103.875,8,0,0.00000
253,-415,63.375,-103.625,1,1,0.00000
253,-414,63.375,-103.375,3,3,0.00000
253,-364,63.375,-90.875,1,0,0.00000
253,-363,63.375,-90.625,7,2,0.00000
253,-335,63.375,-83.625,5,0,0.00000
253,-297,63.375,-74.125,1,1,0.00000
253,-296,63.375,-73.875,1,1,0.00000
253,-278,63.375,-69.375,1,0,0.00000
253,-274,63.375,-68.375,1,0,0.00000
253,-273,63.375,-68.125,1,0,0.00000
253,-272,63.375,-67.875,3,0,0.00000
253,-271,63.375,-67.625,1,0,0.00000
253,-259,63.375,-64.625,1,0,0.00000
253,-258,63.375,-64.375,2,0,0.00000
253,-257,63.375,-64.125,3,2,0.00000
253,-240,63.375,-59.875,2,2,0.00000
253,-238,63.375,-59.375,2,2,0.00000
253,-230,63.375,-57.375,30,30,0.00000
253,-226,63.375,-56.375,10,10,0.00000
253,-225,63.375,-56.125,24,24,0.00000
253,-223,63.375,-55.625,17,17,0.00000
253,-222,63.375,-55.375,1,1,0.00000
253,-221,63.375,-55.125,66,66,0.00000
253,-219,63.375,-54.625,1,1,0.00000
253,-218,63.375,-54.375,1,1,0.00000
253,-216,63.375,-53.875,1,1,0.00000
253,-214,63.375,-53.375,1,1,0.00000
253,-209,63.375,-52.125,13,13,0.00000
254,-563,63.625,-140.625,8,0,0.00000
254,-562,63.625,-140.375,1,0,0.00000
254,-561,63.625,-140.125,5,5,0.00000
254,-560,63.625,-139.875,3,2,0.00000
254,-559,63.625,-139.625,72,66,0.04874
254,-558,63.625,-139.375,1,1,0.00000
254,-557,63.625,-139.125,3,3,0.00000
254,-556,63.625,-138.875,22,22,0.00000
254,-555,63.625,-138.625,23,23,0.00000
254,-554,63.625,-138.375,1,0,0.00000
254,-553,63.625,-138.125,2,0,0.00000
254,-552,63.625,-137.875,3,2,0.00000
254,-551,63.625,-137.625,38,24,0.18398
254,-550,63.625,-137.375,160,151,0.03896
254,-549,63.625,-137.125,352,326,0.05906
254,-547,63.625,-136.625,3,0,0.00000
254,-546,63.625,-136.375,1,1,0.00000
254,-545,63.625,-136.125,22,19,0.05828
254,-544,63.625,-135.875,1317,1227,0.06692
254,-543,63.625,-135.625,1,1,0.00000
254,-542,63.625,-135.375,1,1,0.00000
254,-541,63.625,-135.125,8,8,0.00000
254,-537,63.625,-134.125,2,2,0.00000
254,-536,63.625,-133.875,4,4,0.00000
254,-535,63.625,-133.625,2,2,0.00000
254,-534,63.625,-133.375,1,1,0.00000
254,-526,63.625,-131.375,13,13,0.00000
254,-524,63.625,-130.875,1,1,0.00000
254,-519,63.625,-129.625,1,0,0.00000
254,-514,63.625,-128.375,1,1,0.00000
254,-512,63.625,-127.875,2,0,0.00000
254,-496,63.625,-123.875,1,1,0.00000
254,-468,63.625,-116.875,2,2,0.00000
254,-467,63.625,-116.625,10,10,0.00000
254,-466,63.625,-116.375,10,10,0.00000
254,-463,63.625,-115.625,4,4,0.00000
254,-462,63.625,-115.375,4,4,0.00000
254,-456,63.625,-113.875,1,1,0.00000
254,-450,63.625,-112.375,1,1,0.00000
254,-449,63.625,-112.125,12,12,0.00000
254,-448,63.625,-111.875,1,1,0.00000
254,-445,63.625,-111.125,1,1,0.00000
254,-444,63.625,-110.875,20,0,0.41499
254,-437,63.625,-109.125,2,2,0.00000
254,-419,63.625,-104.625,2,0,0.00000
254,-418,63.625,-104.375,17,3,0.00000
254,-417,63.625,-104.125,5,0,0.00000
254,-416,63.625,-103.875,1,1,0.00000
254,-414,63.625,-103.375,1,0,0.00000
254,-339,63.625,-84.625,1,0,0.00000
254,-338,63.625,-84.375,1,0,0.00000
254,-298,63.625,-74.375,3,3,0.00000
254,-275,63.625,-68.625,743,579,0.19894
254,-274,63.625,-68.375,878,519,0.37781
254,-273,63.625,-68.125,2,0,0.00000
254,-272,63.625,-67.875,1,0,0.00000
254,-259,63.625,-64.625,1,0,0.00000
254,-241,63.625,-60.125,1,1,0.00000
254,-237,63.625,-59.125,1,1,0.00000
254,-236,63.625,-58.875,1,1,0.00000
254,-235,63.625,-58.625,1,1,0.00000
254,-230,63.625,-57.375,17,17,0.00000
254,-229,63.625,-57.125,52,52,0.00000
254,-226,63.625,-56.375,30,30,0.00000
254,-225,63.625,-56.125,29,29,0.00000
254,-221,63.625,-55.125,1,1,0.00000
254,-218,63.625,-54.375,13,13,0.00000
254,-212,63.625,-52.875,16,16,0.00000
255,-564,63.875,-140.875,2,2,0.00000
255,-563,63.875,-140.625,52,45,0.07285
255,-562,63.875,-140.375,33,29,0.05826
255,-560,63.875,-139.875,6,3,0.00000
255,-559,63.875,-139.625,25,24,0.01776
255,-558,63.875,-139.375,106,59,0.28242
255,-557,63.875,-139.125,111,67,0.25495
255,-556,63.875,-138.875,55,36,0.18955
255,-555,63.875,-138.625,108,66,0.24868
255,-554,63.875,-138.375,50,29,0.22509
255,-553,63.875,-138.125,35,15,0.27912
255,-552,63.875,-137.875,177,130,0.18755
255,-551,63.875,-137.625,9,6,0.00000
255,-550,63.875,-137.375,5,5,0.00000
255,-549,63.875,-137.125,37,36,0.01340
255,-548,63.875,-136.875,1,1,0.00000
255,-547,63.875,-136.625,1,0,0.00000
255,-546,63.875,-136.375,3,1,0.00000
255,-545,63.875,-136.125,14,9,0.00000
255,-544,63.875,-135.875,147,65,0.37997
255,-543,63.875,-135.625,72,57,0.12184
255,-542,63.875,-135.375,314,123,0.47697
255,-541,63.875,-135.125,587,178,0.60563
255,-540,63.875,-134.875,5,4,0.00000
255,-539,63.875,-134.625,11,11,0.00000
255,-538,63.875,-134.375,1,0,0.00000
255,-537,63.875,-134.125,7,3,0.00000
255,-536,63.875,-133.875,3,3,0.00000
255,-535,63.875,-133.625,3,3,0.00000
255,-528,63.875,-131.875,9,9,0.00000
255,-526,63.875,-131.375,9,9,0.00000
255,-512,63.875,-127.875,3,0,0.00000
255,-498,63.875,-124.375,3,3,0.00000
255,-443,63.875,-110.625,6,3,0.00000
255,-442,63.875,-110.375,2,2,0.00000
255,-439,63.875,-109.625,1,1,0.00000
255,-435,63.875,-108.625,1,1,0.00000
255,-427,63.875,-106.625,1,0,0.00000
255,-418,63.875,-104.375,4,0,0.00000
255,-417,63.875,-104.125,6,0,0.00000
255,-416,63.875,-103.875,20,0,0.41499
255,-340,63.875,-84.875,11,0,0.00000
255,-339,63.875,-84.625,1,0,0.00000
255,-338,63.875,-84.375,4,0,0.00000
255,-337,63.875,-84.125,1,0,0.00000
255,-334,63.875,-83.375,1,1,0.00000
255,-328,63.875,-81.875,10,1,0.00000
255,-327,63.875,-81.625,27,25,0.03364
255,-304,63.875,-75.875,1,1,0.00000
255,-303,63.875,-75.625,6,6,0.00000
255,-275,63.875,-68.625,708,483,0.28433
255,-274,63.875,-68.375,214,142,0.24630
255,-271,63.875,-67.625,1,0,0.00000
255,-257,63.875,-64.125,1,0,0.00000
255,-246,63.875,-61.375,1,1,0.00000
255,-236,63.875,-58.875,9,9,0.00000
255,-235,63.875,-58.625,1,1,0.00000
255,-234,63.875,-58.375,5,5,0.00000
255,-227,63.875,-56.625,1,1,0.00000
255,-215,63.875,-53.625,86,86,0.00000
255,-214,63.875,-53.375,2,2,0.00000
256,-564,64.125,-140.875,415,285,0.25750
256,-563,64.125,-140.625,103,81,0.13522
256,-562,64.125,-140.375,270,190,0.22626
256,-561,64.125,-140.125,108,67,0.24276
256,-560,64.125,-139.875,122,108,0.07527
256,-559,64.125,-139.625,123,101,0.11752
256,-558,64.125,-139.375,2172,1834,0.16299
256,-557,64.125,-139.125,332,280,0.12400
256,-556,64.125,-138.875,291,266,0.06648
256,-555,64.125,-138.625,56,29,0.26571
256,-554,64.125,-138.375,33,30,0.04370
256,-553,64.125,-138.125,2,2,0.00000
256,-552,64.125,-137.875,4,4,0.00000
256,-551,64.125,-137.625,5,5,0.00000
256,-542,64.125,-135.375,22,4,0.34969
256,-541,64.125,-135.125,17,17,0.00000
256,-540,64.125,-134.875,26,18,0.13823
256,-539,64.125,-134.625,11,1,0.00000
256,-538,64.125,-134.375,21,11,0.20064
256,-537,64.125,-134.125,9,3,0.00000
256,-536,64.125,-133.875,1,0,0.00000
256,-535,64.125,-133.625,8,0,0.00000
256,-534,64.125,-133.375,1,0,0.00000
256,-526,64.125,-131.375,11,11,0.00000
256,-520,64.125,-129.875,2,1,0.00000
256,-518,64.125,-129.375,1,1,0.00000
256,-516,64.125,-128.875,1,1,0.00000
256,-514,64.125,-128.375,2,0,0.00000
256,-513,64.125,-128.125,3,1,0.00000
256,-508,64.125,-126.875,1,0,0.00000
256,-504,64.125,-125.875,1,1,0.00000
256,-498,64.125,-124.375,4,4,0.00000
256,-478,64.125,-119.375,1,1,0.00000
256,-477,64.125,-119.125,1,1,0.00000
256,-470,64.125,-117.375,18,2,0.00000
256,-460,64.125,-114.875,1,0,0.00000
256,-458,64.125,-114.375,1,1,0.00000
256,-457,64.125,-114.125,1,1,0.00000
256,-456,64.125,-113.875,1,0,0.00000
256,-454,64.125,-113.375,1,1,0.00000
256,-450,64.125,-112.375,1,1,0.00000
256,-446,64.125,-111.375,8,0,0.00000
256,-445,64.125,-111.125,5,0,0.00000
256,-444,64.125,-110.875,1,0,0.00000
256,-442,64.125,-110.375,1,0,0.00000
256,-435,64.125,-108.625,1,1,0.00000
256,-434,64.125,-108.375,1,1,0.00000
256,-416,64.125,-103.875,16,0,0.00000
256,-415,64.125,-103.625,20,0,0.41499
256,-411,64.125,-102.625,3,0,0.00000
256,-410,64.125,-102.375,1,0,0.00000
256,-384,64.125,-95.875,1,1,0.00000
256,-335,64.125,-83.625,1,1,0.00000
256,-334,64.125,-83.375,22,17,0.09713
256,-333,64.125,-83.125,23,1,0.41436
256,-332,64.125,-82.875,1,0,0.00000
256,-329,64.125,-82.125,4,0,0.00000
256,-328,64.125,-81.875,36,2,0.46485
256,-327,64.125,-81.625,1,0,0.00000
256,-307,64.125,-76.625,98,87,0.07030
256,-268,64.125,-66.875,4,4,0.00000
256,-267,64.125,-66.625,12,11,0.00000
256,-266,64.125,-66.375,7,4,0.00000
256,-265,64.125,-66.125,4,4,0.00000
256,-245,64.125,-61.125,1,1,0.00000
256,-241,64.125,-60.125,1,1,0.00000
256,-238,64.125,-59.375,1,1,0.00000
256,-233,64.125,-58.125,1,1,0.00000
256,-230,64.125,-57.375,1,1,0.00000
256,-229,64.125,-57.125,19,19,0.00000
256,-225,64.125,-56.125,22,22,0.00000
256,-223,64.125,-55.625,18,18,0.00000
256,-222,64.125,-55.375,45,45,0.00000
256,-221,64.125,-55.125,43,43,0.00000
256,-220,64.125,-54.875,1,1,0.00000
256,-218,64.125,-54.375,17,17,0.00000
256,-217,64.125,-54.125,22,21,0.01943
256,-212,64.125,-52.875,1,1,0.00000
256,-210,64.125,-52.375,3,3,0.00000
256,-209,64.125,-52.125,17,17,0.00000
257,-564,64.375,-140.875,1,0,0.00000
257,-563,64.375,-140.625,281,131,0.41052
257,-562,64.375,-140.375,118,81,0.20426
257,-561,64.375,-140.125,9,7,0.00000
257,-560,64.375,-139.875,18,17,0.00000
257,-559,64.375,-139.625,21,19,0.04013
257,-558,64.375,-139.375,8,1,0.00000
257,-557,64.375,-139.125,1,0,0.00000
257,-556,64.375,-138.875,6,3,0.00000
257,-555,64.375,-138.625,112,93,0.10931
257,-554,64.375,-138.375,763,561,0.23956
257,-553,64.375,-138.125,189,38,0.57141
257,-552,64.375,-137.875,15,15,0.00000
257,-550,64.375,-137.375,1,0,0.00000
257,-546,64.375,-136.375,1,0,0.00000
257,-543,64.375,-135.625,22,0,0.42739
257,-542,64.375,-135.375,1,0,0.00000
257,-540,64.375,-134.875,9,7,0.00000
257,-539,64.375,-134.625,4,0,0.00000
257,-535,64.375,-133.625,2,0,0.00000
257,-534,64.375,-133.375,11,0,0.00000
257,-533,64.375,-133.125,4,4,0.00000
257,-532,64.375,-132.875,2,0,0.00000
257,-531,64.375,-132.625,1,0,0.00000
257,-529,64.375,-132.125,8,4,0.00000
257,-528,64.375,-131.875,7,7,0.00000
257,-523,64.375,-130.625,14,14,0.00000
257,-521,64.375,-130.125,1,1,0.00000
257,-520,64.375,-129.875,2,2,0.00000
257,-519,64.375,-129.625,6,3,0.00000
257,-518,64.375,-129.375,6,3,0.00000
257,-517,64.375,-129.125,1,1,0.00000
257,-512,64.375,-127.875,1,0,0.00000
257,-502,64.375,-125.375,1,0,0.00000
257,-461,64.375,-115.125,47,47,0.00000
257,-460,64.375,-114.875,1,1,0.00000
257,-454,64.375,-113.375,3,0,0.00000
257,-443,64.375,-110.625,30,0,0.46808
257,-442,64.375,-110.375,5,5,0.00000
257,-441,64.375,-110.125,8,8,0.00000
257,-415,64.375,-103.625,19,0,0.00000
257,-414,64.375,-103.375,3,0,0.00000
257,-413,64.375,-103.125,5,0,0.00000
257,-411,64.375,-102.625,1,0,0.00000
257,-408,64.375,-101.875,4,0,0.00000
257,-395,64.375,-98.625,1,1,0.00000
257,-394,64.375,-98.375,50,50,0.00000
257,-391,64.375,-97.625,3,3,0.00000
257,-386,64.375,-96.375,1,0,0.00000
257,-385,64.375,-96.125,94,26,0.44904
257,-384,64.375,-95.875,23,7,0.30135
257,-382,64.375,-95.375,1,1,0.00000
257,-333,64.375,-83.125,1,0,0.00000
257,-307,64.375,-76.625,1,1,0.00000
257,-268,64.375,-66.875,2,1,0.00000
257,-267,64.375,-66.625,5,2,0.00000
257,-250,64.375,-62.375,2,2,0.00000
257,-242,64.375,-60.375,2,2,0.00000
257,-231,64.375,-57.625,1,1,0.00000
257,-230,64.375,-57.375,17,17,0.00000
257,-229,64.375,-57.125,25,25,0.00000
257,-227,64.375,-56.625,15,15,0.00000
257,-226,64.375,-56.375,1,1,0.00000
257,-223,64.375,-55.625,19,19,0.00000
257,-222,64.375,-55.375,29,29,0.00000
257,-221,64.375,-55.125,2,2,0.00000
257,-212,64.375,-52.875,1,1,0.00000
257,-211,64.375,-52.625,3,3,0.00000
257,-210,64.375,-52.375,3,3,0.00000
258,-564,64.625,-140.875,83,81,0.01455
258,-563,64.625,-140.625,36,35,0.01367
258,-562,64.625,-140.375,1,0,0.00000
258,-561,64.625,-140.125,3,2,0.00000
258,-560,64.625,-139.875,39,31,0.10314
258,-559,64.625,-139.625,6,4,0.00000
258,-558,64.625,-139.375,2,1,0.00000
258,-557,64.625,-139.125,1,1,0.00000
258,-556,64.625,-138.875,5,3,0.00000
258,-555,64.625,-138.625,113,31,0.46848
258,-554,64.625,-138.375,1703,931,0.45977
258,-553,64.625,-138.125,1609,891,0.44914
258,-552,64.625,-137.875,2,0,0.00000
258,-547,64.625,-136.625,1,0,0.00000
258,-546,64.625,-136.375,1,0,0.00000
258,-545,64.625,-136.125,8,0,0.00000
258,-544,64.625,-135.875,18,0,0.00000
258,-539,64.625,-134.625,11,0,0.00000
258,-538,64.625,-134.375,17,7,0.00000
258,-535,64.625,-133.625,5,5,0.00000
258,-534,64.625,-133.375,12,12,0.00000
258,-531,64.625,-132.625,1,0,0.00000
258,-529,64.625,-132.125,29,8,0.33572
258,-518,64.625,-129.375,2,2,0.00000
258,-517,64.625,-129.125,12,11,0.00000
258,-515,64.625,-128.625,1,1,0.00000
258,-512,64.625,-127.875,7,0,0.00000
258,-511,64.625,-127.625,1,0,0.00000
258,-500,64.625,-124.875,5,5,0.00000
258,-487,64.625,-121.625,1,0,0.00000
258,-453,64.625,-113.125,13,0,0.00000
258,-452,64.625,-112.875,2,0,0.00000
258,-446,64.625,-111.375,2,0,0.00000
258,-444,64.625,-110.875,3,3,0.00000
258,-443,64.625,-110.625,32,24,0.11915
258,-442,64.625,-110.375,4,3,0.00000
258,-441,64.625,-110.125,3,3,0.00000
258,-414,64.625,-103.375,1,0,0.00000
258,-406,64.625,-101.375,7,0,0.00000
258,-405,64.625,-101.125,1,0,0.00000
258,-403,64.625,-100.625,1,0,0.00000
258,-402,64.625,-100.375,4,0,0.00000
258,-401,64.625,-100.125,1,0,0.00000
258,-400,64.625,-99.875,5,0,0.00000
258,-399,64.625,-99.625,11,0,0.00000
258,-397,64.625,-99.125,10,0,0.00000
258,-396,64.625,-98.875,8,0,0.00000
258,-394,64.625,-98.375,6,0,0.00000
258,-393,64.625,-98.125,4,0,0.00000
258,-392,64.625,-97.875,9,7,0.00000
258,-391,64.625,-97.625,4,0,0.00000
258,-390,64.625,-97.375,6,0,0.00000
258,-389,64.625,-97.125,2,0,0.00000
258,-386,64.625,-96.375,11,8,0.00000
258,-385,64.625,-96.125,2,1,0.00000
258,-259,64.625,-64.625,1,0,0.00000
258,-242,64.625,-60.375,1,1,0.00000
258,-240,64.625,-59.875,1,1,0.00000
258,-235,64.625,-58.625,1,1,0.00000
258,-230,64.625,-57.375,17,17,0.00000
258,-222,64.625,-55.375,14,14,0.00000
258,-213,64.625,-53.125,6,6,0.00000
259,-564,64.875,-140.875,26,24,0.03456
259,-563,64.875,-140.625,33,33,0.00000
259,-562,64.875,-140.375,20,20,0.00000
259,-559,64.875,-139.625,3,3,0.00000
259,-558,64.875,-139.375,1,0,0.00000
259,-557,64.875,-139.125,2,0,0.00000
259,-555,64.875,-138.625,49,4,0.48971
259,-554,64.875,-138.375,518,313,0.33725
259,-553,64.875,-138.125,31,20,0.16763
259,-550,64.875,-137.375,1,1,0.00000
259,-549,64.875,-137.125,23,5,0.33902
259,-548,64.875,-136.875,7,0,0.00000
259,-546,64.875,-136.375,1,0,0.00000
259,-542,64.875,-135.375,1,0,0.00000
259,-540,64.875,-134.875,5,4,0.00000
259,-539,64.875,-134.625,32,7,0.37235
259,-536,64.875,-133.875,1,1,0.00000
259,-531,64.875,-132.625,13,9,0.00000
259,-517,64.875,-129.125,1,0,0.00000
259,-516,64.875,-128.875,2,1,0.00000
259,-511,64.875,-127.625,1,0,0.00000
259,-504,64.875,-125.875,1,1,0.00000
259,-503,64.875,-125.625,78,37,0.31307
259,-502,64.875,-125.375,17,16,0.00000
259,-501,64.875,-125.125,7,7,0.00000
259,-457,64.875,-114.125,1,1,0.00000
259,-453,64.875,-113.125,2,0,0.00000
259,-448,64.875,-111.875,1,1,0.00000
259,-447,64.875,-111.625,243,83,0.49337
259,-446,64.875,-111.375,1,0,0.00000
259,-444,64.875,-110.875,1,1,0.00000
259,-443,64.875,-110.625,26,25,0.01728
259,-442,64.875,-110.375,3,1,0.00000
259,-441,64.875,-110.125,1,1,0.00000
259,-389,64.875,-97.125,3,0,0.00000
259,-388,64.875,-96.875,5,0,0.00000
259,-384,64.875,-95.875,2,0,0.00000
259,-332,64.875,-82.875,1,0,0.00000
259,-254,64.875,-63.375,2,2,0.00000
259,-214,64.875,-53.375,4,4,0.00000
259,-213,64.875,-53.125,3,3,0.00000
259,-212,64.875,-52.875,1,1,0.00000
260,-563,65.125,-140.625,1,0,0.00000
260,-554,65.125,-138.375,560,415,0.22340
260,-553,65.125,-138.125,291,125,0.44140
260,-552,65.125,-137.875,15,13,0.00000
260,-550,65.125,-137.375,8,8,0.00000
260,-549,65.125,-137.125,18,6,0.00000
260,-541,65.125,-135.125,22,9,0.25255
260,-540,65.125,-134.875,11,7,0.00000
260,-539,65.125,-134.625,3,0,0.00000
260,-533,65.125,-133.125,1,0,0.00000
260,-532,65.125,-132.875,1,0,0.00000
260,-516,65.125,-128.875,1,0,0.00000
260,-515,65.125,-128.625,1,1,0.00000
260,-508,65.125,-126.875,1,0,0.00000
260,-507,65.125,-126.625,7,7,0.00000
260,-506,65.125,-126.375,12,12,0.00000
260,-505,65.125,-126.125,2,2,0.00000
260,-502,65.125,-125.375,1,0,0.00000
260,-494,65.125,-123.375,24,12,0.21938
260,-463,65.125,-115.625,1,1,0.00000
260,-442,65.125,-110.375,4,4,0.00000
260,-386,65.125,-96.375,30,1,0.45248
260,-385,65.125,-96.125,68,3,0.55168
260,-384,65.125,-95.875,1,1,0.00000
260,-261,65.125,-65.125,1,1,0.00000
260,-259,65.125,-64.625,3,0,0.00000
260,-230,65.125,-57.375,15,15,0.00000
260,-229,65.125,-57.125,30,30,0.00000
260,-226,65.125,-56.375,13,13,0.00000
260,-225,65.125,-56.125,15,15,0.00000
260,-223,65.125,-55.625,142,142,0.00000
260,-222,65.125,-55.375,31,31,0.00000
260,-221,65.125,-55.125,13,13,0.00000
260,-215,65.125,-53.625,4,4,0.00000
260,-211,65.125,-52.625,2,2,0.00000
260,-210,65.125,-52.375,1,1,0.00000
260,-209,65.125,-52.125,1,1,0.00000
261,-562,65.375,-140.375,1,0,0.00000
261,-561,65.375,-140.125,1,1,0.00000
261,-554,65.375,-138.375,188,128,0.22803
261,-553,65.375,-138.125,46,12,0.38790
261,-551,65.375,-137.625,2,1,0.00000
261,-550,65.375,-137.375,17,10,0.00000
261,-549,65.375,-137.125,10,4,0.00000
261,-546,65.375,-136.375,1,0,0.00000
261,-542,65.375,-135.375,4,4,0.00000
261,-539,65.375,-134.625,31,29,0.03048
261,-534,65.375,-133.375,1,1,0.00000
261,-528,65.375,-131.875,1,1,0.00000
261,-517,65.375,-129.125,2,2,0.00000
261,-512,65.375,-127.875,1,0,0.00000
261,-510,65.375,-127.375,1,1,0.00000
261,-509,65.375,-127.125,4,4,0.00000
261,-508,65.375,-126.875,222,67,0.51460
261,-507,65.375,-126.625,102,31,0.43975
